,title,imdb_id,poster_path,wiki_link,imdb_id,title,original_title,is_adult,year_of_release,runtime,genres,imdb_id,imdb_rating,imdb_votes
695,Prague (2013 film),tt2401719,https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Prague_Theatrical_Poster_%282013_Hindi_film%29.jpg/220px-Prague_Theatrical_Poster_%282013_Hindi_film%29.jpg,https://en.wikipedia.org/wiki/Prague_(2013_film),tt5543746,Maatr,Maatr,0,2017,113,Thriller,tt1954470,8.2,71636.0
696,Wake Up India,tt3766798,https://upload.wikimedia.org/wikipedia/en/thumb/0/0c/Wake_Up_India.Jpeg/220px-Wake_Up_India.Jpeg,https://en.wikipedia.org/wiki/Wake_Up_India,tt5544662,Sweetiee Weds NRI,Sweetiee Weds NRI,0,2017,116,Comedy|Drama|Romance,tt2251552,6.0,157.0
697,Super Model (film),tt2375567,https://upload.wikimedia.org/wikipedia/en/thumb/8/87/Super_Model_film_poster.jpg/220px-Super_Model_film_poster.jpg,https://en.wikipedia.org/wiki/Super_Model_(film),tt5571734,Pink,Pink,0,2016,136,Drama|Thriller,tt2187972,4.2,983.0
698,Gori Tere Pyaar Mein,tt2275794,https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/Gori_Tere_Pyaar_Mein.jpg/220px-Gori_Tere_Pyaar_Mein.jpg,https://en.wikipedia.org/wiki/Gori_Tere_Pyaar_Mein,tt5600714,Laal Rang,Laal Rang,0,2016,147,Action|Crime|Drama,tt1918886,2.4,4716.0
699,What the Fish,tt3357416,https://upload.wikimedia.org/wikipedia/en/thumb/6/64/What_the_Fish.jpg/220px-What_the_Fish.jpg,https://en.wikipedia.org/wiki/What_the_Fish,tt5613834,A Gentleman,A Gentleman,0,2017,145,Action|Comedy,tt2243336,5.8,23.0
700,Jackpot (2013 film),tt3309662,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Jackpot_2013%2C_official_poster.jpg/220px-Jackpot_2013%2C_official_poster.jpg,https://en.wikipedia.org/wiki/Jackpot_(2013_film),tt5615116,Dear Dad,Dear Dad,0,2016,95,Drama|Family,tt2232524,3.5,178.0
701,Table No. 21,tt2229842,https://upload.wikimedia.org/wikipedia/en/thumb/2/27/Table_No_21_official_poster.jpg/220px-Table_No_21_official_poster.jpg,https://en.wikipedia.org/wiki/Table_No._21,tt5617172,Qaidi Band,Qaidi Band,0,2017,119,Drama|Music,tt2321492,6.3,157.0
702,Bullett Raja,tt2551378,https://upload.wikimedia.org/wikipedia/en/thumb/b/b6/Bullett_raja.jpg/220px-Bullett_raja.jpg,https://en.wikipedia.org/wiki/Bullett_Raja,tt5632164,Veerappan,Veerappan,0,2016,125,Action|Biography|Crime,tt2185084,6.2,68.0
703,Dhoom 3,tt1833673,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/Dhoom_3_Film_Poster.jpg/220px-Dhoom_3_Film_Poster.jpg,https://en.wikipedia.org/wiki/Dhoom_3,tt5637188,Saat Uchakkey,Saat Uchakkey,0,2016,139,Comedy,tt2387495,7.2,334.0
704,Chashme Baddoor (2013 film),tt2229848,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Chashme_Baddoor_%282013_film%29_Poster.jpg/220px-Chashme_Baddoor_%282013_film%29_Poster.jpg,https://en.wikipedia.org/wiki/Chashme_Baddoor_(2013_film),tt5638474,Wajah Tum Ho,Wajah Tum Ho,0,2016,136,Drama|Mystery|Romance,tt2082197,8.1,70443.0
705,Lootera,tt2224317,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/Lootera_First_look.jpg/220px-Lootera_First_look.jpg,https://en.wikipedia.org/wiki/Lootera,tt5638500,1920 London,1920 London,0,2016,120,Horror|Mystery,tt1949548,5.1,3763.0
706,War Chhod Na Yaar,tt3129282,https://upload.wikimedia.org/wikipedia/en/thumb/a/a5/War_Chhod_Na_Yaar_Theatrical_Poster.jpg/220px-War_Chhod_Na_Yaar_Theatrical_Poster.jpg,https://en.wikipedia.org/wiki/War_Chhod_Na_Yaar,tt5639388,Raaz Reboot,Raaz Reboot,0,2016,128,Horror|Mystery|Romance,tt2367056,6.3,41.0
707,Chaalis Chauraasi,tt2184125,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Chaalis_Chauraasi.jpg/220px-Chaalis_Chauraasi.jpg,https://en.wikipedia.org/wiki/Chaalis_Chauraasi,tt5662932,Raman Raghav 2.0,Raman Raghav 2.0,0,2016,133,Crime|Drama|Thriller,tt2402131,4.2,532.0
708,Ghost (2012 film),tt2175671,,https://en.wikipedia.org/wiki/Ghost_(2012_film),tt5668770,Mardaani 2,Mardaani 2,0,2019,\N,Action|Drama|Thriller,tt2294685,6.0,22.0
709,Sadda Adda,tt1941638,https://upload.wikimedia.org/wikipedia/en/thumb/9/9f/Sadda-adda.jpg/220px-Sadda-adda.jpg,https://en.wikipedia.org/wiki/Sadda_Adda,tt5690142,Mom,Mom,0,2017,146,Crime|Drama|Thriller,tt2283748,8.2,46072.0
710,Singh Saab the Great,tt2437954,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Singh_Sahab_the_Great_Theatrical_poster.jpg/220px-Singh_Sahab_the_Great_Theatrical_poster.jpg,https://en.wikipedia.org/wiki/Singh_Saab_The_Great,tt5697870,Lucknow Central,Lucknow Central,0,2017,133,Action|Drama|Music,tt2255934,4.3,1571.0
711,Goliyon Ki Raasleela Ram-Leela,tt2215477,https://upload.wikimedia.org/wikipedia/en/thumb/e/e9/Ramleela_poster.jpg/220px-Ramleela_poster.jpg,https://en.wikipedia.org/wiki/Goliyon_Ki_Rasleela_Ram-Leela,tt5713232,Madaari,Madaari,0,2016,133,Adventure|Drama|Thriller,tt1785333,7.2,1334.0
712,Agneepath (2012 film),tt1849718,https://upload.wikimedia.org/wikipedia/en/thumb/0/08/Agneepath_poster.jpg/220px-Agneepath_poster.jpg,https://en.wikipedia.org/wiki/Agneepath_(2012_film),tt5717110,Tum Bin 2,Tum Bin 2,0,2016,147,Drama|Romance,tt2406636,2.5,480.0
713,Ek Main Aur Ekk Tu,tt1703958,https://upload.wikimedia.org/wikipedia/en/thumb/6/69/Ek_Main_Aur_Ekk_Tu.jpg/220px-Ek_Main_Aur_Ekk_Tu.jpg,https://en.wikipedia.org/wiki/Ek_Main_Aur_Ekk_Tu,tt5742874,Sarkar 3,Sarkar 3,0,2017,130,Action|Crime|Drama,tt1172587,5.7,1481.0
714,Ekk Deewana Tha,tt2126282,https://upload.wikimedia.org/wikipedia/en/thumb/4/43/Ekk_Deewana_Tha.jpg/220px-Ekk_Deewana_Tha.jpg,https://en.wikipedia.org/wiki/Ekk_Deewana_Tha,tt5743656,Phobia,Phobia,0,2016,112,Drama|Mystery|Thriller,tt2292625,6.8,2876.0
715,?: A Question Mark,tt2378057,,https://en.wikipedia.org/wiki/%3F:_A_Question_Mark,tt5743888,Julie 2,Julie 2,0,2017,159,Drama|Romance,tt2172071,5.4,13358.0
716,Jodi Breakers,tt2191721,https://upload.wikimedia.org/wikipedia/en/thumb/b/b3/JodiBreakersFirstLook.jpg/220px-JodiBreakersFirstLook.jpg,https://en.wikipedia.org/wiki/Jodi_Breakers,tt5745450,Chef,Chef,0,2017,133,Comedy|Drama|Family,tt2356959,4.2,491.0
717,Tere Naal Love Ho Gaya,tt2130242,https://upload.wikimedia.org/wikipedia/en/thumb/c/cd/Tere_Naal_Love_Ho_Gaya.jpg/220px-Tere_Naal_Love_Ho_Gaya.jpg,https://en.wikipedia.org/wiki/Tere_Naal_Love_Ho_Gaya,tt5752374,Shorgul,Shorgul,0,2016,132,Drama,tt2256514,3.7,793.0
718,Staying Alive (2012 film),tt2188893,https://upload.wikimedia.org/wikipedia/en/thumb/c/c0/Staying_Alive.jpg/220px-Staying_Alive.jpg,https://en.wikipedia.org/wiki/Staying_Alive_(2012_film),tt5752458,Hai Apna Dil Toh Awara,Hai Apna Dil Toh Awara,0,2016,120,Comedy,tt2222550,4.8,1587.0
719,Will You Marry Me? (film),tt1680317,https://upload.wikimedia.org/wikipedia/en/thumb/f/fe/Will_You_Marry_Me_-_Poster.jpg/220px-Will_You_Marry_Me_-_Poster.jpg,https://en.wikipedia.org/wiki/Will_You_Marry_Me%3F_(film),tt5755606,Banjo,Banjo,0,2016,137,Action|Drama|Music,tt2317103,6.5,67.0
720,Paan Singh Tomar (film),tt1620933,https://upload.wikimedia.org/wikipedia/en/thumb/9/93/Paan_Singh_Tomar_Poster.jpg/220px-Paan_Singh_Tomar_Poster.jpg,https://en.wikipedia.org/wiki/Paan_Singh_Tomar_(film),tt5756052,Jeena Isi Ka Naam Hai,Jeena Isi Ka Naam Hai,0,2017,173,Drama,tt1956433,5.6,78.0
721,Kahaani,tt1821480,https://upload.wikimedia.org/wikipedia/en/thumb/8/85/KahaaniPoster.jpg/220px-KahaaniPoster.jpg,https://en.wikipedia.org/wiki/Kahaani,tt5760490,Fredrick,Fredrick,0,2016,129,Action|Thriller,tt2176013,6.7,48945.0
722,Zindagi Tere Naam,tt2164702,https://upload.wikimedia.org/wikipedia/en/thumb/e/e9/Zindagi_Tere_Naam.jpg/220px-Zindagi_Tere_Naam.jpg,https://en.wikipedia.org/wiki/Zindagi_Tere_Naam,tt5764024,Okay Darling,OK Jaanu,0,2017,135,Drama|Romance,tt1787988,7.2,36801.0
723,Agent Vinod (2012 film),tt1395025,https://upload.wikimedia.org/wikipedia/en/thumb/5/5e/Agent_Vinod_2.jpg/220px-Agent_Vinod_2.jpg,https://en.wikipedia.org/wiki/Agent_Vinod_(2012_film),tt5764096,Hindi Medium,Hindi Medium,0,2017,132,Comedy|Drama,tt2188805,6.2,87.0
724,Blood Money (2012 film),tt2246595,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Blood_Money_Poster_2.jpg/220px-Blood_Money_Poster_2.jpg,https://en.wikipedia.org/wiki/Blood_Money_(2012_film),tt5775220,Noor,Noor,0,2017,117,Comedy|Drama,tt2178508,4.0,8258.0
725,Bumboo,tt2265191,https://upload.wikimedia.org/wikipedia/en/thumb/8/84/Bumboo_-_Poster.jpg/220px-Bumboo_-_Poster.jpg,https://en.wikipedia.org/wiki/Bumboo,tt5784778,Dil Toh Deewana Hai,Dil Toh Deewana Hai,0,2016,135,Drama|Romance,tt2346744,4.5,21.0
726,Valentine's Night,tt2211133,https://upload.wikimedia.org/wikipedia/en/thumb/2/29/Valentine%27s_Night.jpg/220px-Valentine%27s_Night.jpg,https://en.wikipedia.org/wiki/Valentine%27s_Night,tt5784860,Aksar 2,Aksar 2,0,2017,127,Crime|Drama|Mystery,tt2112131,4.9,14077.0
727,Married 2 America,tt2158633,,https://en.wikipedia.org/wiki/Married_2_America,tt5785116,Begum Jaan,Begum Jaan,0,2017,128,Action|Drama|History,tt1784589,4.1,3621.0
728,Chaar Din Ki Chandni,tt2191641,,https://en.wikipedia.org/wiki/Chaar_Din_Ki_Chandni,tt5785170,Toilet - Ek Prem Katha,Toilet - Ek Prem Katha,0,2017,155,Comedy|Drama,tt1980986,5.2,12146.0
729,Say Yes to Love,,,https://en.wikipedia.org/wiki/Say_Yes_to_Love,tt5785200,Machine,Machine,0,2017,148,Action|Mystery|Romance,tt1728986,5.5,7533.0
730,Bittoo Boss,tt2347289,https://upload.wikimedia.org/wikipedia/en/thumb/f/f0/Bittoo_Boss_-_2012_Movie_Poster.png/220px-Bittoo_Boss_-_2012_Movie_Poster.png,https://en.wikipedia.org/wiki/Bittoo_Boss,tt5882970,Tubelight,Tubelight,0,2017,136,Drama|War,tt2181931,7.8,31107.0
731,Vicky Donor,tt2317337,https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/Vicky_Donor_Poster.jpg/220px-Vicky_Donor_Poster.jpg,https://en.wikipedia.org/wiki/Vicky_Donor,tt5896934,Aa Gaya Hero,Aa Gaya Hero,0,2017,123,Action,tt1948047,2.3,56.0
732,Hate Story,tt2309987,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Hate_Story_Film_Poster.jpg/220px-Hate_Story_Film_Poster.jpg,https://en.wikipedia.org/wiki/Hate_Story,tt5909308,Days of Tafree,Days of Tafree,0,2016,155,Comedy,tt1773109,5.6,3739.0
733,Tezz,tt1706317,https://upload.wikimedia.org/wikipedia/en/thumb/0/06/Tezz_Movie_First_Look.jpg/220px-Tezz_Movie_First_Look.jpg,https://en.wikipedia.org/wiki/Tezz,tt5928576,Wah Taj,Wah Taj,0,2016,125,Drama,tt1900937,5.8,6.0
734,Ab Hoga Dharna Unlimited,,https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/Ab_Hoga_Dharna_Unlimited.jpg/220px-Ab_Hoga_Dharna_Unlimited.jpg,https://en.wikipedia.org/wiki/Ab_Hoga_Dharna_Unlimited,tt5933706,Saansein: The Last Breath,Saansein: The Last Breath,0,2016,101,Horror|Romance,tt1433810,7.0,11792.0
735,Dangerous Ishhq,tt1971365,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Dangerous_Ishhq_Poster.jpg/220px-Dangerous_Ishhq_Poster.jpg,https://en.wikipedia.org/wiki/Dangerous_Ishq,tt5935704,Padmaavat,Padmaavat,0,2018,164,Drama|History|Romance,tt1666184,5.2,351.0
736,Ishaqzaade,tt2308773,https://upload.wikimedia.org/wikipedia/en/thumb/b/b7/Ishaqzaade.jpg/220px-Ishaqzaade.jpg,https://en.wikipedia.org/wiki/Ishaqzaade,tt5943306,Freaky Ali,Freaky Ali,0,2016,120,Comedy|Sport,tt1825801,5.1,533.0
737,Department (film),tt2186731,https://upload.wikimedia.org/wikipedia/en/thumb/b/b6/Department_movie_poster.jpg/220px-Department_movie_poster.jpg,https://en.wikipedia.org/wiki/Department_(film),tt5946128,Dear Zindagi,Dear Zindagi,0,2016,151,Drama|Romance,tt1727496,5.7,3387.0
738,Horror film,,,https://en.wikipedia.org/wiki/Horror_film,tt5956100,Tiger Zinda Hai,Tiger Zinda Hai,0,2017,161,Action|Adventure|Thriller,tt1821692,3.9,43.0
739,Fatso!,tt1286766,https://upload.wikimedia.org/wikipedia/en/thumb/b/bc/Fatso_2012_poster.jpg/220px-Fatso_2012_poster.jpg,https://en.wikipedia.org/wiki/Fatso!,tt5970844,Thugs of Hindostan,Thugs of Hindostan,0,2018,164,Action|Adventure,tt1809399,6.1,285.0
740,Arjun: The Warrior Prince,tt2404027,https://upload.wikimedia.org/wikipedia/en/thumb/4/4e/Arjun_film_poster.jpg/220px-Arjun_film_poster.jpg,https://en.wikipedia.org/wiki/Arjun:_The_Warrior_Prince,tt5997666,Jab Harry Met Sejal,Jab Harry Met Sejal,0,2017,143,Comedy|Drama|Romance,tt1535467,5.6,8301.0
741,Animation,,,https://en.wikipedia.org/wiki/Animation_film,tt5997928,Hotel Salvation,Hotel Salvation,0,2016,102,Comedy|Drama,tt1629376,6.1,5059.0
742,Life Ki Toh Lag Gayi,tt2327389,https://upload.wikimedia.org/wikipedia/en/thumb/9/9d/Life_Ki_Toh_Lag_Gayi_-_Poster.jpg/220px-Life_Ki_Toh_Lag_Gayi_-_Poster.jpg,https://en.wikipedia.org/wiki/Life_Ki_Toh_Lag_Gayi,tt6028796,Evening Shadows,Evening Shadows,0,2018,102,Drama,tt1694542,6.7,12091.0
743,Shanghai (2012 film),tt2072227,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Shanghai_Poster.jpg/220px-Shanghai_Poster.jpg,https://en.wikipedia.org/wiki/Shanghai_(2012_film),tt6033536,Dear Maya,Dear Maya,0,2017,111,Drama|Romance,tt1667076,4.6,2758.0
744,Ferrari Ki Sawaari,tt2122340,https://upload.wikimedia.org/wikipedia/en/thumb/1/18/Ferrari_ki_sawaari.jpg/220px-Ferrari_ki_sawaari.jpg,https://en.wikipedia.org/wiki/Ferrari_Ki_Sawaari,tt6040012,MSG the Warrior: Lion Heart,MSG the Warrior: Lion Heart,0,2016,120,Adventure|Fantasy|Sci-Fi,tt1895476,7.1,357.0
745,Teri Meri Kahaani (film),tt2354407,https://upload.wikimedia.org/wikipedia/en/thumb/b/b7/Teri_Meri_Kahaani_poster.jpg/220px-Teri_Meri_Kahaani_poster.jpg,https://en.wikipedia.org/wiki/Teri_Meri_Kahaani_(film),tt6041458,Tutak Tutak Tutiya,Tutak Tutak Tutiya,0,2016,138,Comedy|Horror,tt1720254,4.6,4747.0
746,Mr. Bhatti on Chutti,tt1127220,https://upload.wikimedia.org/wikipedia/en/b/b1/Mr._Bhatti_On_Chutti.jpg,https://en.wikipedia.org/wiki/Mr._Bhatti_on_Chutti,tt6046994,Dongri Ka Raja,Dongri Ka Raja,0,2016,139,Action|Drama|Romance,tt1825655,6.5,80.0
747,Yeh Khula Aasmaan,tt2402745,https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Yeh_Khula_Aasmaan.jpg/220px-Yeh_Khula_Aasmaan.jpg,https://en.wikipedia.org/wiki/Yeh_Khula_Aasmaan,tt6058394,Anaarkali of Aarah,Anaarkali of Aarah,0,2017,113,Drama,tt1465488,3.6,18.0
748,Rakhtbeej,tt3431756,,https://en.wikipedia.org/wiki/Rakhtbeej,tt6071752,Dil Juunglee,Dil Juunglee,0,2018,124,Comedy|Romance,tt1867070,4.3,297.0
749,Gangs of Wasseypur,tt1954470,https://upload.wikimedia.org/wikipedia/en/thumb/6/62/Gangs_of_wasseypur.jpg/220px-Gangs_of_wasseypur.jpg,https://en.wikipedia.org/wiki/Gangs_of_Wasseypur,tt6078866,Soni,Soni,0,2018,97,Drama,tt1618430,6.2,3653.0
750,Cocktail (2012 film),tt2168910,https://upload.wikimedia.org/wikipedia/en/thumb/5/5d/Cocktail_2012_poster.jpg/220px-Cocktail_2012_poster.jpg,https://en.wikipedia.org/wiki/Cocktail_(2012_film),tt6080746,Raag Desh,Raag Desh,0,2017,135,Action|Drama|History,tt1916728,7.2,3221.0
751,Gattu,tt2156785,https://upload.wikimedia.org/wikipedia/en/thumb/5/52/Gattu_-_Poster.jpg/220px-Gattu_-_Poster.jpg,https://en.wikipedia.org/wiki/Gattu,tt6102396,Kaalakaandi,Kaalakaandi,0,2018,112,Comedy|Thriller,tt1605790,4.0,274.0
752,Kyaa Super Kool Hain Hum,tt2027138,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Kya_super_kool_hai_hum.jpg/220px-Kya_super_kool_hai_hum.jpg,https://en.wikipedia.org/wiki/Kyaa_Super_Kool_Hai_Hum,tt6108090,Secret Superstar,Secret Superstar,0,2017,150,Drama|Music,tt1884268,6.8,2819.0
753,Drama,,,https://en.wikipedia.org/wiki/Drama,tt6117702,Munna Michael,Munna Michael,0,2017,140,Action|Drama|Music,tt1814619,3.7,59.0
754,Maximum (film),tt2339549,https://upload.wikimedia.org/wikipedia/en/thumb/8/8d/Maximum_%28film%29_poster.jpg/220px-Maximum_%28film%29_poster.jpg,https://en.wikipedia.org/wiki/Maximum_(film),tt6118134,Anna,Anna,0,2016,142,Biography,tt1886663,5.5,60.0
755,Paanch Ghantey Mien Paanch Crore,tt1563732,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Paanch_Ghantey_Mien_Paanch_Crore_poster.jpg/220px-Paanch_Ghantey_Mien_Paanch_Crore_poster.jpg,https://en.wikipedia.org/wiki/Paanch_Ghantey_Mien_Paanch_Crore,tt6129302,Bhavesh Joshi Superhero,Bhavesh Joshi Superhero,0,2018,154,Action|Drama,tt1887817,5.6,68.0
756,Ek Tha Tiger,tt2016894,https://upload.wikimedia.org/wikipedia/en/thumb/2/2d/Ek_Tha_Tiger_theatrical_poster.jpg/220px-Ek_Tha_Tiger_theatrical_poster.jpg,https://en.wikipedia.org/wiki/Ek_Tha_Tiger,tt6143422,Dark wind,Dark wind,0,2017,95,Drama,tt1629295,6.9,804.0
757,Gangs of Wasseypur – Part 2,tt1954470,https://upload.wikimedia.org/wikipedia/en/thumb/5/58/Gangs_of_wasseypur_II.jpg/220px-Gangs_of_wasseypur_II.jpg,https://en.wikipedia.org/wiki/Gangs_of_Wasseypur_%E2%80%93_Part_2,tt6144958,Jack & Dil,Jack & Dil,0,2018,98,Comedy|Family,tt1363125,2.5,268.0
758,Challo Driver,tt2251552,,https://en.wikipedia.org/wiki/Challo_Driver,tt6170954,Naam Shabana,Naam Shabana,0,2017,147,Action|Thriller,tt1887763,6.2,1888.0
759,Shirin Farhad Ki Toh Nikal Padi,tt2187972,https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/SHIRIN_FARHAD_KI_TOH_NIKAL_PADI_poster.jpg/220px-SHIRIN_FARHAD_KI_TOH_NIKAL_PADI_poster.jpg,https://en.wikipedia.org/wiki/Shirin_Farhad_Ki_Toh_Nikal_Padi,tt6173826,Guest iin London,Guest iin London,0,2017,132,Comedy,tt1695793,5.4,403.0
760,Joker (2012 film),tt1918886,https://upload.wikimedia.org/wikipedia/en/thumb/2/27/Joker_2012_poster.jpg/220px-Joker_2012_poster.jpg,https://en.wikipedia.org/wiki/Joker_(2012_film),tt6173990,Gold,Gold,0,2018,151,Drama|History|Sport,tt1890513,4.9,2296.0
761,Aalaap (film),tt2243336,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/AALAAP.jpg/220px-AALAAP.jpg,https://en.wikipedia.org/wiki/Aalaap_(film),tt6206564,Trapped,Trapped,0,2016,105,Action|Drama|Thriller,tt1907761,7.8,5407.0
762,Mere Dost Picture Abhi Baki Hai,tt2232524,https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/MDPABHfilm.jpg/220px-MDPABHfilm.jpg,https://en.wikipedia.org/wiki/Mere_Dost_Picture_Abhi_Baki_Hai,tt6264938,Kesari,Kesari,0,2019,150,Action|Drama|History,tt1828289,7.0,1648.0
763,Krishna Aur Kans,tt2321492,https://upload.wikimedia.org/wikipedia/en/thumb/b/b8/KRISHNA_AUR_KANS.gif/220px-KRISHNA_AUR_KANS.gif,https://en.wikipedia.org/wiki/Krishna_Aur_Kans,tt6265988,Bhoomi,Bhoomi,0,2017,136,Action|Drama,tt1883121,7.2,1793.0
764,From Sydney with Love,tt2185084,https://upload.wikimedia.org/wikipedia/en/thumb/4/45/Poster_of_hindi_film_from_sydney_with_love.jpg/220px-Poster_of_hindi_film_from_sydney_with_love.jpg,https://en.wikipedia.org/wiki/From_Sydney_with_Love,tt6272828,Mubarakan,Mubarakan,0,2017,156,Comedy|Romance,tt1836912,7.2,7616.0
765,Comedy,,,https://en.wikipedia.org/wiki/Comedy,tt6275262,Vodka Diaries,Vodka Diaries,0,2018,120,Mystery|Thriller,tt1926313,7.7,18369.0
766,Jalpari: The Desert Mermaid,tt2387495,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Jalpari_film_poster.jpg/220px-Jalpari_film_poster.jpg,https://en.wikipedia.org/wiki/Jalpari:_The_Desert_Mermaid,tt6277440,Badrinath Ki Dulhania,Badrinath Ki Dulhania,0,2017,139,Comedy|Drama|Romance,tt1939654,4.7,1179.0
767,Barfi!,tt2082197,https://upload.wikimedia.org/wikipedia/en/thumb/2/2e/Barfi%21_poster.jpg/220px-Barfi%21_poster.jpg,https://en.wikipedia.org/wiki/Barfi!,tt6278732,Motu Patlu: King of Kings,Motu Patlu: King of Kings,0,2016,110,Adventure|Comedy,tt1937092,4.0,1230.0
768,Heroine (2012 film),tt1949548,https://upload.wikimedia.org/wikipedia/en/6/64/Heroine_%282012_film%29_poster.jpg,https://en.wikipedia.org/wiki/Heroine_(2012_film),tt6296236,Running Shaadi,Running Shaadi,0,2017,114,Comedy|Romance,tt1728239,3.8,3105.0
769,Kamaal Dhamaal Malamaal,,https://upload.wikimedia.org/wikipedia/en/thumb/f/f4/Kamaal_Dhamaal_Malamaal_-_Movie_Poster.png/220px-Kamaal_Dhamaal_Malamaal_-_Movie_Poster.png,https://en.wikipedia.org/wiki/Kamaal_Dhamaal_Malamaal,tt6299040,The Ghazi Attack,The Ghazi Attack,0,2017,116,Action|Thriller|War,tt1869296,5.6,2580.0
770,Chal Pichchur Banate Hain,tt2367056,https://upload.wikimedia.org/wikipedia/en/thumb/6/60/Chal_Pichchur_Banate_Hain.jpg/220px-Chal_Pichchur_Banate_Hain.jpg,https://en.wikipedia.org/wiki/Chal_Pichchur_Banate_Hain,tt6334874,Coffee with D,Coffee with D,0,2017,123,Comedy,tt1934231,7.5,25281.0
771,Kismat Love Paisa Dilli,tt2402131,,https://en.wikipedia.org/wiki/Kismet_Love_Paisa_Dilli,tt6349528,Ek Haseena Thi Ek Deewana Tha,Ek Haseena Thi Ek Deewana Tha,0,2017,105,Drama,tt1918965,6.2,5899.0
772,Jeena Hai Toh Thok Daal,tt2294685,https://upload.wikimedia.org/wikipedia/en/thumb/d/dd/Jeena_Hai_Toh_Thok_Daal_Movie_Poster.jpg/220px-Jeena_Hai_Toh_Thok_Daal_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Jeena_Hai_Toh_Thok_Daal,tt6352548,Poster Boys,Poster Boys,0,2017,128,Comedy,tt1841542,7.4,6255.0
773,OMG – Oh My God!,tt2283748,https://upload.wikimedia.org/wikipedia/en/thumb/e/e0/OMG_Poster.png/220px-OMG_Poster.png,https://en.wikipedia.org/wiki/Oh_My_God_(2012_film),tt6395306,Union Leader,Union Leader,0,2017,106,Drama,tt1562872,8.1,60826.0
774,Aiyyaa,tt2255934,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Aiyyaa_poster.jpg/220px-Aiyyaa_poster.jpg,https://en.wikipedia.org/wiki/Aiyyaa,tt6405126,Simran,Simran,0,2017,124,Crime|Drama|Thriller,tt1980970,2.6,188.0
775,Chittagong (film),tt1785333,https://upload.wikimedia.org/wikipedia/en/thumb/b/bd/Chittagongposter.jpg/220px-Chittagongposter.jpg,https://en.wikipedia.org/wiki/Chittagong_(film),tt6452574,Sanju,Sanju,0,2018,155,Biography|Drama,tt1805263,8.0,3186.0
776,Bhoot Returns,tt2406636,https://upload.wikimedia.org/wikipedia/en/a/a4/Bhoot_Returns_poster.jpg,https://en.wikipedia.org/wiki/Bhoot_Returns,tt6467380,Hind Ka Napak Ko Jawab,Hind Ka Napak Ko Jawab,0,2017,130,Action|Comedy,tt1947973,3.9,225.0
777,Delhi Safari,tt1172587,https://upload.wikimedia.org/wikipedia/en/thumb/2/2a/Delhi_Safari_Poster.jpg/220px-Delhi_Safari_Poster.jpg,https://en.wikipedia.org/wiki/Delhi_Safari,tt6467738,Irada,Irada,0,2017,109,Drama|Mystery|Thriller,tt1942905,4.3,119.0
778,Chakravyuh (2012 film),tt2292625,https://upload.wikimedia.org/wikipedia/en/thumb/3/3f/Chakravyuh.jpg/220px-Chakravyuh.jpg,https://en.wikipedia.org/wiki/Chakravyuh_(2012_film),tt6471054,Ajji,Ajji,0,2017,104,Drama,tt1948150,6.7,13176.0
779,Student of the Year,tt2172071,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Student_of_the_Year_Poster.jpg/220px-Student_of_the_Year_Poster.jpg,https://en.wikipedia.org/wiki/Student_of_the_Year,tt6484982,Newton,Newton,0,2017,106,Drama,tt1801521,5.8,92.0
780,Ajab Gazabb Love,tt2356959,https://upload.wikimedia.org/wikipedia/en/thumb/1/19/Ajab_Gazabb_Love_2.jpg/220px-Ajab_Gazabb_Love_2.jpg,https://en.wikipedia.org/wiki/Ajab_Gazabb_Love,tt6499258,Wedding Anniversary,Wedding Anniversary,0,2017,108,Drama,tt2012576,7.3,429.0
781,Rush (2012 film),tt2256514,https://upload.wikimedia.org/wikipedia/en/thumb/9/95/Rush_-_2012_Indian_Film_Poster.jpg/220px-Rush_-_2012_Indian_Film_Poster.jpg,https://en.wikipedia.org/wiki/Rush_(2012_film),tt6512784,Haseena Parkar,Haseena Parkar,0,2017,135,Biography|Crime|Thriller,tt2032530,5.7,121.0
