,title,imdb_id,poster_path,wiki_link,imdb_id,title,original_title,is_adult,year_of_release,runtime,genres,imdb_id,imdb_rating,imdb_votes
252,Shaadi Mein Zaroor Aana,tt7469726,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Shaadi_Mein_Zaroor_Aana_-_Movie_Poster.jpg/220px-Shaadi_Mein_Zaroor_Aana_-_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Shaadi_Mein_Zaroor_Aana,tt2176013,Jab Tak Hai Jaan,Jab Tak Hai Jaan,0,2012,176,Drama|Romance,tt5209420,4.4,511.0
253,Jia Aur Jia,tt3338188,https://upload.wikimedia.org/wikipedia/en/thumb/2/27/Jia_aur_Jia_-_Poster.jpg/220px-Jia_aur_Jia_-_Poster.jpg,https://en.wikipedia.org/wiki/Jia_aur_Jia,tt2178470,Yeh Jawaani Hai Deewani,Yeh Jawaani Hai Deewani,0,2013,160,Comedy|Drama|Musical,tt5286444,7.7,19046.0
254,Qarib Qarib Singlle,tt7399470,https://upload.wikimedia.org/wikipedia/en/thumb/b/b5/Qarib_Qarib_Singlle_poster.jpg/220px-Qarib_Qarib_Singlle_poster.jpg,https://en.wikipedia.org/wiki/Qarib_Qarib_Singlle,tt2178508,Son of Sardaar,Son of Sardaar,0,2012,141,Action|Comedy,tt5121000,7.8,4873.0
255,Aksar 2,tt5784860,https://upload.wikimedia.org/wikipedia/en/thumb/1/1d/Aksar_2_film_poster.jpg/220px-Aksar_2_film_poster.jpg,https://en.wikipedia.org/wiki/Aksar_2,tt2181831,Shahid,Shahid,0,2012,129,Biography|Crime|Drama,tt5216810,6.0,233.0
256,Panchlait,tt7571718,https://upload.wikimedia.org/wikipedia/en/thumb/1/15/Poster_of_Panchlait_2017.jpg/220px-Poster_of_Panchlait_2017.jpg,https://en.wikipedia.org/wiki/Panchlait,tt2181931,English Vinglish,English Vinglish,0,2012,134,Comedy|Drama|Family,tt5130348,5.8,91.0
257,Tumhari Sulu,tt6791730,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Tumhari_Sulu_-_Poster.jpg/220px-Tumhari_Sulu_-_Poster.jpg,https://en.wikipedia.org/wiki/Tumhari_Sulu,tt2184125,Chaalis Chauraasi,Chaalis Chauraasi,0,2012,120,Comedy|Crime,tt5313980,4.3,771.0
258,Julie 2,tt5743888,https://upload.wikimedia.org/wikipedia/en/thumb/2/2d/Raai_Laxmi%27s-Julie_2_poster.jpg/220px-Raai_Laxmi%27s-Julie_2_poster.jpg,https://en.wikipedia.org/wiki/Julie_2,tt2185084,From Sydney with Love,From Sydney with Love,0,2012,\N,Comedy|Romance,tt4979082,5.6,2308.0
259,Kadvi Hawa,tt6143422,https://upload.wikimedia.org/wikipedia/en/thumb/b/b3/Kadvi_Hawa_-_Poster.jpg/220px-Kadvi_Hawa_-_Poster.jpg,https://en.wikipedia.org/wiki/Kadvi_Hawa,tt2186731,Department,Department,0,2012,141,Action|Crime|Thriller,tt4900716,7.7,20586.0
260,Firangi,tt7549484,https://upload.wikimedia.org/wikipedia/en/thumb/a/af/Firangi_-_Poster_1.jpg/220px-Firangi_-_Poster_1.jpg,https://en.wikipedia.org/wiki/Firangi,tt2187972,Shirin Farhad Ki Toh Nikal Padi,Shirin Farhad Ki Toh Nikal Padi,0,2012,111,Romance,tt3410408,6.8,6582.0
261,Fukrey Returns,tt6712014,https://upload.wikimedia.org/wikipedia/en/thumb/3/35/Fukrey_Returns.jpg/220px-Fukrey_Returns.jpg,https://en.wikipedia.org/wiki/Fukrey_Returns,tt2188805,Login,Login,0,2012,125,Drama|Thriller,tt5518128,4.3,744.0
262,Monsoon Shootout,tt2198235,https://upload.wikimedia.org/wikipedia/en/thumb/4/40/Monsoon_shootout_film_poster.jpg/220px-Monsoon_shootout_film_poster.jpg,https://en.wikipedia.org/wiki/Monsoon_Shootout,tt2188811,Luv U Soniyo,Luv U Soniyo,0,2012,144,Comedy|Romance,tt3495026,7.1,39877.0
263,Ajji,tt6471054,https://upload.wikimedia.org/wikipedia/en/thumb/9/93/Ajji_Poster.jpg/220px-Ajji_Poster.jpg,https://en.wikipedia.org/wiki/Ajji,tt2188893,Staying Alive,Staying Alive,0,2012,89,Drama,tt5005684,8.4,4530.0
264,Wazir (film),tt4303010,https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/Wazir_poster.jpg/220px-Wazir_poster.jpg,https://en.wikipedia.org/wiki/Wazir_(film),tt2190820,Charlie Kay Chakkar Mein,Charlie Kay Chakkar Mein,0,2015,102,Thriller,tt5600714,8.0,3741.0
265,Chalk n Duster,tt4600778,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Chalk_and_Duster_Poster.jpg/220px-Chalk_and_Duster_Poster.jpg,https://en.wikipedia.org/wiki/Chalk_n_Duster,tt2191164,Station,Station,0,2014,103,Crime|Drama|Thriller,tt4864932,5.2,6088.0
266,Rebellious Flower,tt4659548,https://upload.wikimedia.org/wikipedia/en/b/b8/Rebellious_Flower_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Rebellious_Flower_(2016),tt2191641,Chaar Din Ki Chandni,Chaar Din Ki Chandni,0,2012,131,Comedy|Romance,tt3590416,5.6,163.0
267,Saankal,tt4844708,https://upload.wikimedia.org/wikipedia/en/thumb/1/18/Release_poster_of_movie_Saankal.jpg/220px-Release_poster_of_movie_Saankal.jpg,https://en.wikipedia.org/wiki/Saankal,tt2191721,Jodi Breakers,Jodi Breakers,0,2012,127,Comedy|Musical|Romance,tt4505006,6.1,40.0
268,Airlift (film),tt4387040,https://upload.wikimedia.org/wikipedia/en/thumb/3/35/Airlift_poster.jpg/220px-Airlift_poster.jpg,https://en.wikipedia.org/wiki/Airlift_(film),tt2196638,Gulabi Gang,Gulabi Gang,0,2012,96,Documentary,tt2009592,5.7,186.0
269,Sallu Ki Shaadi,tt7722484,https://upload.wikimedia.org/wikipedia/en/thumb/6/6d/Sallu_Ki_Shaadi_film_poster.jpg/220px-Sallu_Ki_Shaadi_film_poster.jpg,https://en.wikipedia.org/wiki/Sallu_ki_Shaadi,tt2198235,Monsoon Shootout,Monsoon Shootout,0,2013,92,Action|Crime|Drama,tt2909396,2.9,193.0
270,Irudhi Suttru,tt5310090,https://upload.wikimedia.org/wikipedia/en/f/fe/Irudhi_Suttru.jpg,https://en.wikipedia.org/wiki/Saala_Khadoos,tt2199711,Vishwaroopam,Vishwaroopam,0,2013,148,Action|Thriller,tt2939912,6.7,2317.0
271,Kyaa Kool Hain Hum 3,tt5290620,https://upload.wikimedia.org/wikipedia/en/thumb/f/f7/Kyaa_Kool_Hain_Hum_3_Poster.jpg/200px-Kyaa_Kool_Hain_Hum_3_Poster.jpg,https://en.wikipedia.org/wiki/Kyaa_Kool_Hain_Hum_3,tt2202086,Ab Tak Chhappan 2,Ab Tak Chhappan 2,0,2015,106,Action|Crime|Thriller,tt5638500,4.1,1373.0
272,Mastizaade,tt3726012,https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Mastizaade_theatrical_poster.jpg/220px-Mastizaade_theatrical_poster.jpg,https://en.wikipedia.org/wiki/Mastizaade,tt2203308,Aashiqui 2,Aashiqui 2,0,2013,132,Drama|Music|Musical,tt4906984,5.8,4887.0
273,Dil Jo Na Keh Saka,tt7585620,https://upload.wikimedia.org/wikipedia/en/thumb/0/0d/Final_poster_of_Dil_Jo_Na_Keh_Saka.jpg/220px-Final_poster_of_Dil_Jo_Na_Keh_Saka.jpg,https://en.wikipedia.org/wiki/Dil_Jo_Na_Keh_Saka_(2017_Movie),tt2208248,Machhli Jal Ki Rani Hai,Machhli Jal Ki Rani Hai,0,2014,120,Horror,tt1890363,6.8,1867.0
274,Jugni (2016 film),tt3453964,https://upload.wikimedia.org/wikipedia/en/thumb/8/81/Jugni_Bollywood_Film_Poster.jpg/220px-Jugni_Bollywood_Film_Poster.jpg,https://en.wikipedia.org/wiki/Jugni_(2016_film),tt2211133,Valentine's Night,Valentine's Night,0,2012,\N,Romance|Thriller,tt5456810,5.8,6.0
275,Ghayal: Once Again,tt4683366,https://upload.wikimedia.org/wikipedia/en/thumb/3/33/Ghayal_Once_Again_%282016%29_-_Poster.jpg/220px-Ghayal_Once_Again_%282016%29_-_Poster.jpg,https://en.wikipedia.org/wiki/Ghayal_Once_Again,tt2213054,Kai po che!,Kai po che!,0,2013,120,Drama|Sport,tt5615116,6.5,277.0
276,Fitoor,tt4399594,https://upload.wikimedia.org/wikipedia/en/thumb/7/78/Fitoor_Hindi_Film_Poster.jpg/220px-Fitoor_Hindi_Film_Poster.jpg,https://en.wikipedia.org/wiki/Fitoor,tt2215163,Issaq,Issaq,0,2013,148,Drama|Romance,tt5743656,6.9,2402.0
277,Sanam Re,tt4262516,https://upload.wikimedia.org/wikipedia/en/thumb/9/9f/Sanam_Re_movie_poster.jpg/220px-Sanam_Re_movie_poster.jpg,https://en.wikipedia.org/wiki/Sanam_Re,tt2215477,Goliyon Ki Rasleela Ram-Leela,Goliyon Ki Rasleela Ram-Leela,0,2013,150,Drama|Musical|Romance,tt5120640,7.2,3778.0
278,Direct Ishq,tt4340180,https://upload.wikimedia.org/wikipedia/en/thumb/0/0c/Direct_Ishq_Poster.jpeg/220px-Direct_Ishq_Poster.jpeg,https://en.wikipedia.org/wiki/Direct_Ishq,tt2216852,Main Aur Mr. Riight,Main Aur Mr. Riight,0,2014,130,Comedy|Romance,tt5632164,5.3,590.0
279,Ishq Forever,tt4979160,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Ishq_Forever.jpg/220px-Ishq_Forever.jpg,https://en.wikipedia.org/wiki/Ishq_Forever,tt2222550,1920: Evil Returns,1920: Evil Returns,0,2012,124,Drama|Horror|Romance,tt4857886,6.4,1201.0
280,Loveshhuda,tt5209420,https://upload.wikimedia.org/wikipedia/en/thumb/f/f7/Loveshhuda_Poster.jpg/220px-Loveshhuda_Poster.jpg,https://en.wikipedia.org/wiki/Loveshhuda,tt2222716,Baat Bann Gayi,Baat Bann Gayi,0,2013,108,Comedy|Romance,tt4814290,7.2,10451.0
281,Neerja,tt5286444,https://upload.wikimedia.org/wikipedia/en/thumb/a/aa/Neerja_Poster.jpg/220px-Neerja_Poster.jpg,https://en.wikipedia.org/wiki/Neerja,tt2224313,Listen... Amaya,Listen... Amaya,0,2013,108,Drama,tt4434004,7.8,23995.0
282,Aligarh (film),tt5121000,https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/AligarhFilmPoster.jpg/220px-AligarhFilmPoster.jpg,https://en.wikipedia.org/wiki/Aligarh_(film),tt2224317,Lootera,Lootera,0,2013,136,Drama|Romance,tt4581032,5.3,77.0
283,Bollywood Diaries,tt5216810,https://upload.wikimedia.org/wikipedia/en/thumb/0/08/BollywoodDiaries_Poster.jpg/220px-BollywoodDiaries_Poster.jpg,https://en.wikipedia.org/wiki/Bollywood_Diaries,tt2229842,Table No. 21,Table No.21,0,2013,108,Adventure|Thriller,tt4365060,5.7,357.0
284,Love Shagun,tt5130348,https://upload.wikimedia.org/wikipedia/en/thumb/d/d0/Poster_Of_Love_Shagun.jpg/220px-Poster_Of_Love_Shagun.jpg,https://en.wikipedia.org/wiki/Love_Shagun,tt2229848,Chashme Baddoor,Chashme Baddoor,0,2013,121,Comedy|Drama,tt5662932,7.3,11202.0
285,Tere Bin Laden: Dead or Alive,tt5313980,https://upload.wikimedia.org/wikipedia/en/thumb/e/e9/Tere_bin_laden_%2C_dead_or_alive_theatrical_poster.jpeg/220px-Tere_bin_laden_%2C_dead_or_alive_theatrical_poster.jpeg,https://en.wikipedia.org/wiki/Tere_Bin_Laden:_Dead_or_Alive,tt2232524,Mere Dost Picture Abhi Baaki Hai,Mere Dost Picture Abhi Baaki Hai,0,2012,180,Comedy,tt3840534,4.2,610.0
286,Jai Gangaajal,tt4979082,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/Jai_Gangaajal_poster.jpg/220px-Jai_Gangaajal_poster.jpg,https://en.wikipedia.org/wiki/Jai_Gangaajal,tt2243336,Aalaap,Aalaap,0,2012,116,Sci-Fi,tt4358344,7.3,146.0
287,Teraa Surroor,tt5309720,https://upload.wikimedia.org/wikipedia/en/thumb/c/cd/TERAA_SURROOR.jpeg/220px-TERAA_SURROOR.jpeg,https://en.wikipedia.org/wiki/Teraa_Surroor,tt2246595,Blood Money,Blood Money,0,2012,109,Action|Drama|Thriller,tt4088588,8.0,3114.0
288,Kapoor & Sons,tt4900716,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Kapoor_%26_Sons_poster.jpg/220px-Kapoor_%26_Sons_poster.jpg,https://en.wikipedia.org/wiki/Kapoor_%26_Sons,tt2246724,Ghanchakkar,Ghanchakkar,0,2013,137,Comedy|Crime|Thriller,tt5760490,5.0,12.0
289,Rocky Handsome,tt3410408,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Rocky_Handsome_Hindi_poster.jpg/220px-Rocky_Handsome_Hindi_poster.jpg,https://en.wikipedia.org/wiki/Rocky_Handsome,tt2251552,Challo Driver,Challo Driver,0,2012,95,Comedy,tt5784778,7.1,16.0
290,Love Games (film),tt5518128,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/Love_Games.jpeg/220px-Love_Games.jpeg,https://en.wikipedia.org/wiki/Love_Games_(film),tt2255934,Aiyyaa,Aiyyaa,0,2012,152,Comedy|Romance,tt4832640,7.0,34328.0
291,Fan (film),tt3495026,https://upload.wikimedia.org/wikipedia/en/thumb/9/97/Fan_SRK_poster.jpg/220px-Fan_SRK_poster.jpg,https://en.wikipedia.org/wiki/Fan_(film),tt2256514,Rush,Rush,0,2012,110,Crime|Thriller,tt5240748,5.6,1575.0
292,Nil Battey Sannata,tt5005684,https://upload.wikimedia.org/wikipedia/en/thumb/5/5d/Nil_Battey_Sannata_%28Poster%29.jpg/220px-Nil_Battey_Sannata_%28Poster%29.jpg,https://en.wikipedia.org/wiki/Nil_Battey_Sannata,tt2265191,Bumboo,Bumboo,0,2012,126,Comedy,tt4675030,3.7,2020.0
293,Laal Rang,tt5600714,,https://en.wikipedia.org/wiki/Laal_Rang,tt2275794,Gori Tere Pyaar Mein!,Gori Tere Pyaar Mein!,0,2013,150,Comedy|Drama|Romance,tt4818930,7.2,1492.0
294,Baaghi (2016 film),tt4864932,https://upload.wikimedia.org/wikipedia/en/thumb/0/07/Baaghi_Hindi_film_poster.jpg/220px-Baaghi_Hindi_film_poster.jpg,https://en.wikipedia.org/wiki/Baaghi_(2016_film),tt2275802,Satyagraha,Satyagraha,0,2013,152,Drama,tt4579982,4.4,83.0
295,Global Baba,tt3590416,,https://en.wikipedia.org/wiki/Global_Baba,tt2283748,OMG: Oh My God!,OMG: Oh My God!,0,2012,125,Comedy|Drama|Fantasy,tt2963974,5.7,590.0
296,OK Mein Dhokhe,,https://upload.wikimedia.org/wikipedia/en/thumb/3/33/OK_Mein_Dhokhe.jpg/220px-OK_Mein_Dhokhe.jpg,https://en.wikipedia.org/wiki/OK_Mein_Dhokhe,tt2283894,Riyasat,Riyasat,0,2014,80,Crime,tt5713232,7.5,11411.0
297,Shortcut Safari,tt4505006,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/Music_poster_of_Shortcut_Safaari.jpg/220px-Music_poster_of_Shortcut_Safaari.jpg,https://en.wikipedia.org/wiki/Shortcut_Safari,tt2292625,Chakravyuh,Chakravyuh,0,2012,152,Action|Drama|Thriller,tt3679060,5.1,5976.0
298,The Blueberry Hunt,tt2009592,https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Poster1-thehunt-web.jpg/220px-Poster1-thehunt-web.jpg,https://en.wikipedia.org/wiki/The_Blueberry_Hunt,tt2294685,Jeena Hai Toh Thok Daal,Jeena Hai Toh Thok Daal,0,2012,123,Drama,tt4022278,4.7,572.0
299,Santa Banta Pvt Ltd,tt2909396,https://upload.wikimedia.org/wikipedia/en/thumb/6/66/Santa_Banta_Pvt_Ltd_Hindi_film_poster.jpg/220px-Santa_Banta_Pvt_Ltd_Hindi_film_poster.jpg,https://en.wikipedia.org/wiki/Santa_Banta_Pvt_Ltd,tt2302416,In the Shadows,Gali Guleiyan,0,2017,117,Drama|Thriller,tt5165344,7.1,20764.0
300,Traffic (2016 film),tt2939912,https://upload.wikimedia.org/wikipedia/en/thumb/8/80/Traffic_-_2016_Movie_Poster.jpg/220px-Traffic_-_2016_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Traffic_(2016_film),tt2306635,Love in Bombay,Love in Bombay,0,1974,\N,\N,tt5752458,6.4,17.0
301,1920: London,tt5638500,https://upload.wikimedia.org/wikipedia/en/thumb/d/da/1920_London_Poster.jpg/220px-1920_London_Poster.jpg,https://en.wikipedia.org/wiki/1920_London,tt2308773,Ishaqzaade,Ishaqzaade,0,2012,120,Action|Drama|Romance,tt3859980,5.7,9764.0
302,Azhar (film),tt4906984,https://upload.wikimedia.org/wikipedia/en/thumb/b/b6/Azhar_Hindi_poster.jpg/220px-Azhar_Hindi_poster.jpg,https://en.wikipedia.org/wiki/Azhar_(film),tt2309764,Singham Returns,Singham Returns,0,2014,142,Action|Drama,tt5472758,6.4,4633.0
303,Buddha in a Traffic Jam,tt1890363,https://upload.wikimedia.org/wikipedia/en/thumb/f/f5/Buddha_in_a_Traffic_Jam.jpeg/220px-Buddha_in_a_Traffic_Jam.jpeg,https://en.wikipedia.org/wiki/Buddha_in_a_Traffic_Jam,tt2309987,Hate Story,Hate Story,0,2012,140,Drama|Thriller,tt4642936,5.0,270.0
304,Murari the Mad Gentleman,tt5456810,,https://en.wikipedia.org/wiki/Murari_the_Mad_Gentleman,tt2317103,Sons of Ram,Sons of Ram,0,2012,85,Animation|Drama|Musical,tt5235880,3.2,3165.0
305,Dear Dad (film),tt5615116,https://upload.wikimedia.org/wikipedia/en/thumb/2/2b/Dear_Dad_poster.jpg/220px-Dear_Dad_poster.jpg,https://en.wikipedia.org/wiki/Dear_Dad_(film),tt2317135,Tamanchey: Pyar Mein Dil Pe Maar De Goli,Tamanchey: Pyar Mein Dil Pe Maar De Goli,0,2014,113,Crime|Romance,tt5197544,5.3,5608.0
306,Phobia (2016 film),tt5743656,https://upload.wikimedia.org/wikipedia/en/thumb/f/ff/Phobia_-_Poster.jpg/220px-Phobia_-_Poster.jpg,https://en.wikipedia.org/wiki/Phobia_(2016_film),tt2317337,Vicky Donor,Vicky Donor,0,2012,126,Comedy|Romance,tt5943306,4.9,2373.0
307,Sarbjit (film),tt5120640,https://upload.wikimedia.org/wikipedia/en/thumb/6/67/Sarbjit_poster_2016.jpg/220px-Sarbjit_poster_2016.jpg,https://en.wikipedia.org/wiki/Sarbjit_(film),tt2318401,Bandook,Bandook,0,2013,132,Crime|Thriller,tt5639388,4.5,1543.0
308,Veerappan (2016 film),tt5632164,https://upload.wikimedia.org/wikipedia/en/thumb/0/09/Veerappan_%282016_film%29.jpg/220px-Veerappan_%282016_film%29.jpg,https://en.wikipedia.org/wiki/Veerappan_(2016_film),tt2321492,Krishna Aur Kans,Krishna Aur Kans,0,2012,117,Action|Adventure|Animation,tt5571734,8.2,33902.0
309,Do Lafzon Ki Kahani (film),tt4857886,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Do_Lafzon_Ki_Kahani_Poster.jpg/220px-Do_Lafzon_Ki_Kahani_Poster.jpg,https://en.wikipedia.org/wiki/Do_Lafzon_Ki_Kahani_(film),tt2323964,Mere Dad Ki Maruti,Mere Dad Ki Maruti,0,2013,101,Comedy|Drama|Romance,tt3043252,7.6,4287.0
310,Te3n,tt4814290,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Te3n_official_poster.jpg/220px-Te3n_official_poster.jpg,https://en.wikipedia.org/wiki/Te3n,tt2327389,Life Ki Toh Lag Gayi,Life Ki Toh Lag Gayi,0,2012,155,Comedy,tt5755606,5.0,923.0
311,Udta Punjab,tt4434004,https://upload.wikimedia.org/wikipedia/en/thumb/9/91/Udta_Punjab.jpg/220px-Udta_Punjab.jpg,https://en.wikipedia.org/wiki/Udta_Punjab,tt2334779,Qissa: The Tale of a Lonely Ghost,Qissa: The Tale of a Lonely Ghost,0,2013,109,Drama|Fantasy,tt5909308,7.4,221.0
312,Khel Toh Ab Shuru Hoga,tt6656806,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Khel_toh_ab_shuru_hoga_film_poster.jpg/220px-Khel_toh_ab_shuru_hoga_film_poster.jpg,https://en.wikipedia.org/wiki/Khel_Toh_Ab_Shuru_Hoga,tt2337292,Chor Chor Super Chor,Chor Chor Super Chor,0,2013,99,Comedy|Drama|Thriller,tt5928576,6.1,72.0
313,Luv U Alia,tt4581032,https://upload.wikimedia.org/wikipedia/en/thumb/0/09/Luv_U_Alia.jpg/220px-Luv_U_Alia.jpg,https://en.wikipedia.org/wiki/Luv_U_Alia,tt2338151,PK,PK,0,2014,153,Comedy|Drama|Fantasy,tt4916048,6.8,291.0
314,7 Hours to Go,tt4365060,https://upload.wikimedia.org/wikipedia/en/thumb/2/21/7_Hours_To_Go_-_Movie_Poster.jpg/220px-7_Hours_To_Go_-_Movie_Poster.jpg,https://en.wikipedia.org/wiki/7_Hours_to_Go,tt2339549,Maximum,Maximum,0,2012,110,Action|Crime|Drama,tt4169250,7.7,29352.0
315,Raman Raghav 2.0,tt5662932,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/Raman_Raghav_2.png/220px-Raman_Raghav_2.png,https://en.wikipedia.org/wiki/Raman_Raghav_2.0,tt2341766,Nautanki Saala!,Nautanki Saala!,0,2013,119,Comedy,tt6040012,6.9,7323.0
316,Junooniyat,tt3840534,https://upload.wikimedia.org/wikipedia/en/thumb/2/2a/Yami_Gautam%27s_Junooniyat_poster.jpg/220px-Yami_Gautam%27s_Junooniyat_poster.jpg,https://en.wikipedia.org/wiki/Junooniyat,tt2344678,Himmatwala,Himmatwala,0,2013,150,Action|Comedy,tt6041458,5.4,658.0
317,Kaptaan,,https://upload.wikimedia.org/wikipedia/en/thumb/1/18/Kaptaan_film_teaser.jpg/220px-Kaptaan_film_teaser.jpg,https://en.wikipedia.org/wiki/Kaptaan,tt2346744,Cigarette Ki Tarah,Cigarette Ki Tarah,0,2012,107,Romance|Thriller,tt6278732,7.5,94.0
318,Rough Book,tt4358344,https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/Rough_Book_hindi_film_poster.jpg/220px-Rough_Book_hindi_film_poster.jpg,https://en.wikipedia.org/wiki/Rough_Book,tt2347289,Bittoo Boss,Bittoo Boss,0,2012,116,Romance,tt6118134,4.9,38.0
319,Dhanak,tt4088588,https://upload.wikimedia.org/wikipedia/en/thumb/8/89/Dhanak_theatrical_release_poster.jpg/220px-Dhanak_theatrical_release_poster.jpg,https://en.wikipedia.org/wiki/Dhanak,tt2350496,The Lunchbox,Dabba,0,2013,104,Drama|Romance,tt3862004,5.5,132.0
320,Fredrick (film),tt5760490,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/Fredrick_2016_hindi_film_poster.jpg/220px-Fredrick_2016_hindi_film_poster.jpg,https://en.wikipedia.org/wiki/Fredrick_(2016_film),tt2354407,Teri Meri Kahaani,Teri Meri Kahaani,0,2012,117,Comedy|Drama|Romance,tt5637188,5.7,586.0
321,Dil Toh Deewana Hai,tt5784778,https://upload.wikimedia.org/wikipedia/en/thumb/1/11/Dil-toh-deewana-hai-2016-poster.jpg/220px-Dil-toh-deewana-hai-2016-poster.jpg,https://en.wikipedia.org/wiki/Dil_Toh_Deewana_Hai,tt2356180,Bhaag Milkha Bhaag,Bhaag Milkha Bhaag,0,2013,186,Biography|Drama|Sport,tt5227468,2.9,354.0
322,Sultan (2016 film),tt4832640,https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/Sultan_film_poster.jpg/220px-Sultan_film_poster.jpg,https://en.wikipedia.org/wiki/Sultan_(2016_film),tt2356959,Ajab Gazabb Love,Ajab Gazabb Love,0,2012,116,Comedy|Romance,tt2614722,6.6,1034.0
323,Brahman Naman,tt5240748,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Brahman_Naman_poster.jpg/220px-Brahman_Naman_poster.jpg,https://en.wikipedia.org/wiki/Brahman_Naman,tt2357926,Ramaiya Vastavaiya,Ramaiya Vastavaiya,0,2013,148,Action|Drama|Romance,tt3771536,6.2,9161.0
324,Great Grand Masti,tt4675030,https://upload.wikimedia.org/wikipedia/en/thumb/f/f8/Great_Grand_Masti_poster.jpg/220px-Great_Grand_Masti_poster.jpg,https://en.wikipedia.org/wiki/Great_Grand_Masti,tt2359810,Raanjhanaa,Raanjhanaa,0,2013,140,Drama|Romance,tt6046994,4.0,135.0
325,Waiting (2015 film),tt4818930,https://upload.wikimedia.org/wikipedia/en/thumb/4/46/Waiting_%282015-16%29.jpeg/220px-Waiting_%282015-16%29.jpeg,https://en.wikipedia.org/wiki/Waiting_(2016_film),tt2361746,Haraamkhor,Haraamkhor,0,2015,90,Drama|Romance,tt4559006,5.8,18998.0
326,Ishq Click,tt4579982,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Ishqclick.jpg/220px-Ishqclick.jpg,https://en.wikipedia.org/wiki/Ishq_Click,tt2362778,Saheb Biwi Aur Gangster Returns,Saheb Biwi Aur Gangster Returns,0,2013,142,Action|Crime|Drama,tt5717110,4.8,1028.0
327,M Cream,tt2963974,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/MCR_Theatrical_Poster.jpg/220px-MCR_Theatrical_Poster.jpg,https://en.wikipedia.org/wiki/M_Cream,tt2367056,Chal Pichchur Banate Hain,Chal Pichchur Banate Hain,0,2012,115,Comedy|Drama,tt2137241,5.0,1768.0
328,Madaari,tt5713232,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Madaari_-_2016_Movie_Poster.jpg/220px-Madaari_-_2016_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Madaari,tt2372222,Kick,Kick,0,2014,146,Action|Comedy,tt5156746,6.2,4340.0
329,Dishoom,tt3679060,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/John_Abraham%27s_Dishoom_poster.jpg/220px-John_Abraham%27s_Dishoom_poster.jpg,https://en.wikipedia.org/wiki/Dishoom,tt2372678,2 States,2 States,0,2014,149,Comedy|Drama|Romance,tt5946128,7.6,32790.0
330,Fever (2016 film),tt4022278,https://upload.wikimedia.org/wikipedia/en/thumb/8/8f/Fever_-_2016_Movie_Poster.jpg/220px-Fever_-_2016_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Fever_(2016_film),tt2375567,Super Model,Super Model,0,2013,83,Drama|Mystery|Romance,tt5108476,3.9,6490.0
331,Rustom (film),tt5165344,https://upload.wikimedia.org/wikipedia/en/thumb/9/96/Akshay_Kumar%27s-Rustom_poster.jpg/220px-Akshay_Kumar%27s-Rustom_poster.jpg,https://en.wikipedia.org/wiki/Rustom_(film),tt2377938,Special 26,Special Chabbis,0,2013,144,Crime|Drama|Thriller,tt5343678,5.7,344.0
332,Hai Apna Dil Toh Awara,tt5752458,,https://en.wikipedia.org/wiki/Hai_Apna_Dil_Toh_Awara,tt2378057,?: A Question Mark,?: A Question Mark,0,2012,82,Horror|Mystery|Thriller,tt5752374,5.7,176.0
333,Mohenjo Daro (film),tt3859980,https://upload.wikimedia.org/wikipedia/en/thumb/e/e4/Mohenjo_Daro_Poster.jpg/220px-Mohenjo_Daro_Poster.jpg,https://en.wikipedia.org/wiki/Mohenjo_Daro_(film),tt2385104,D-Day,D-Day,0,2013,153,Action|Thriller,tt5933706,3.2,101.0
